축제명,연령대,남성비율,여성비율
태백산눈축제,70세 이상,2.9,2.0
태백산눈축제,60~69세,9.2,7.4
태백산눈축제,50~59세,15.3,15.9
태백산눈축제,40~49세,10.9,9.8
태백산눈축제,30~39세,5.8,4.7
태백산눈축제,20~29세,4.3,3.8
태백산눈축제,10~19세,3.3,3.6
태백산눈축제,0~9세,0.4,0.5
