축제명,연령대,남성비율,여성비율
대구치맥페스티벌,70세 이상,3.4,2.4
대구치맥페스티벌,60~69세,8.1,5.6
대구치맥페스티벌,50~59세,9.6,8.7
대구치맥페스티벌,40~49세,7.4,6.4
대구치맥페스티벌,30~39세,8.9,6.5
대구치맥페스티벌,20~29세,12.4,11.8
대구치맥페스티벌,10~19세,3.8,4.4
대구치맥페스티벌,0~9세,0.3,0.3
