축제명,연령대,남성비율,여성비율
한산모시문화제,70세 이상,5.0,4.5
한산모시문화제,60~69세,11.1,9.7
한산모시문화제,50~59세,12.2,12.4
한산모시문화제,40~49세,8.4,8.1
한산모시문화제,30~39세,5.7,5.6
한산모시문화제,20~29세,4.3,3.9
한산모시문화제,10~19세,3.5,4.6
한산모시문화제,0~9세,0.5,0.6
