축제명,연령대,남성비율,여성비율
영암왕인문화축제,70세 이상,4.8,3.5
영암왕인문화축제,60~69세,9.6,8.1
영암왕인문화축제,50~59세,12.0,12.4
영암왕인문화축제,40~49세,8.6,8.5
영암왕인문화축제,30~39세,6.9,7.1
영암왕인문화축제,20~29세,5.7,6.1
영암왕인문화축제,10~19세,2.7,2.9
영암왕인문화축제,0~9세,0.6,0.6
