축제명,연령대,남성비율,여성비율
탐라입춘굿축제,70세 이상,2.1,1.9
탐라입춘굿축제,60~69세,6.1,5.3
탐라입춘굿축제,50~59세,11.3,10.9
탐라입춘굿축제,40~49세,10.9,10.1
탐라입춘굿축제,30~39세,9.0,7.9
탐라입춘굿축제,20~29세,8.1,8.9
탐라입춘굿축제,10~19세,3.5,3.4
탐라입춘굿축제,0~9세,0.3,0.4
