축제명,연령대,남성비율,여성비율
음성품바축제,70세 이상,4.5,3.8
음성품바축제,60~69세,12.1,9.4
음성품바축제,50~59세,14.0,12.0
음성품바축제,40~49세,8.4,7.0
음성품바축제,30~39세,6.1,4.7
음성품바축제,20~29세,5.5,4.4
음성품바축제,10~19세,3.4,3.6
음성품바축제,0~9세,0.5,0.7
