축제명,연령대,남성비율,여성비율
금호강바람소리길축제,70세 이상,2.9,3.0
금호강바람소리길축제,60~69세,8.6,7.7
금호강바람소리길축제,50~59세,11.5,12.0
금호강바람소리길축제,40~49세,9.4,8.3
금호강바람소리길축제,30~39세,9.2,7.6
금호강바람소리길축제,20~29세,6.6,6.8
금호강바람소리길축제,10~19세,2.6,2.6
금호강바람소리길축제,0~9세,0.6,0.7
