축제명,연령대,남성비율,여성비율
알프스하동섬진강문화재첩축제,70세 이상,4.3,3.8
알프스하동섬진강문화재첩축제,60~69세,9.5,7.3
알프스하동섬진강문화재첩축제,50~59세,12.3,11.4
알프스하동섬진강문화재첩축제,40~49세,10.2,9.4
알프스하동섬진강문화재첩축제,30~39세,6.1,6.4
알프스하동섬진강문화재첩축제,20~29세,5.1,4.8
알프스하동섬진강문화재첩축제,10~19세,4.0,4.1
알프스하동섬진강문화재첩축제,0~9세,0.7,0.7
