축제명,연령대,남성비율,여성비율
진도신비의바닷길축제,70세 이상,5.3,4.5
진도신비의바닷길축제,60~69세,12.0,11.9
진도신비의바닷길축제,50~59세,11.8,13.8
진도신비의바닷길축제,40~49세,8.5,6.6
진도신비의바닷길축제,30~39세,6.8,5.1
진도신비의바닷길축제,20~29세,5.0,4.3
진도신비의바닷길축제,10~19세,1.7,1.8
진도신비의바닷길축제,0~9세,0.6,0.3
