축제명,연령대,남성비율,여성비율
동래읍성역사축제,70세 이상,4.4,4.0
동래읍성역사축제,60~69세,8.1,8.2
동래읍성역사축제,50~59세,8.5,10.2
동래읍성역사축제,40~49세,8.1,8.3
동래읍성역사축제,30~39세,7.7,7.1
동래읍성역사축제,20~29세,8.6,8.6
동래읍성역사축제,10~19세,3.8,3.7
동래읍성역사축제,0~9세,0.4,0.5
