축제명,연령대,남성비율,여성비율
대전효문화뿌리축제,70세 이상,5.4,3.8
대전효문화뿌리축제,60~69세,10.6,8.3
대전효문화뿌리축제,50~59세,11.7,11.0
대전효문화뿌리축제,40~49세,9.4,7.8
대전효문화뿌리축제,30~39세,7.2,6.8
대전효문화뿌리축제,20~29세,5.2,4.8
대전효문화뿌리축제,10~19세,3.2,3.3
대전효문화뿌리축제,0~9세,0.6,0.8
