축제명,연령대,남성비율,여성비율
곡성세계장미축제,70세 이상,3.9,3.9
곡성세계장미축제,60~69세,9.8,10.0
곡성세계장미축제,50~59세,11.5,14.8
곡성세계장미축제,40~49세,8.0,8.3
곡성세계장미축제,30~39세,6.2,7.1
곡성세계장미축제,20~29세,4.6,6.3
곡성세계장미축제,10~19세,2.1,2.5
곡성세계장미축제,0~9세,0.4,0.6
