축제명,연령대,남성비율,여성비율
담양대나무축제,70세 이상,3.2,2.9
담양대나무축제,60~69세,8.2,6.5
담양대나무축제,50~59세,11.9,11.2
담양대나무축제,40~49세,10.0,9.0
담양대나무축제,30~39세,7.3,7.5
담양대나무축제,20~29세,6.9,6.5
담양대나무축제,10~19세,4.0,3.7
담양대나무축제,0~9세,0.6,0.7
