축제명,연령대,남성비율,여성비율
추억의충장축제,70세 이상,4.1,3.2
추억의충장축제,60~69세,7.1,5.6
추억의충장축제,50~59세,8.0,7.4
추억의충장축제,40~49세,6.7,6.5
추억의충장축제,30~39세,7.9,7.5
추억의충장축제,20~29세,11.9,14.2
추억의충장축제,10~19세,3.5,5.7
추억의충장축제,0~9세,0.3,0.4
