축제명,연령대,남성비율,여성비율
안동탈춤축제,70세 이상,3.5,3.8
안동탈춤축제,60~69세,6.9,7.0
안동탈춤축제,50~59세,9.7,10.6
안동탈춤축제,40~49세,8.2,8.8
안동탈춤축제,30~39세,7.3,7.1
안동탈춤축제,20~29세,8.2,9.1
안동탈춤축제,10~19세,3.8,4.8
안동탈춤축제,0~9세,0.5,0.6
