축제명,연령대,남성비율,여성비율
문경찻사발축제,70세 이상,3.1,2.9
문경찻사발축제,60~69세,10.4,8.1
문경찻사발축제,50~59세,14.0,12.0
문경찻사발축제,40~49세,10.7,8.4
문경찻사발축제,30~39세,8.1,6.4
문경찻사발축제,20~29세,5.3,4.5
문경찻사발축제,10~19세,2.7,2.5
문경찻사발축제,0~9세,0.5,0.5
