축제명,연령대,남성비율,여성비율
평창송어축제,70세 이상,3.0,2.8
평창송어축제,60~69세,8.6,6.9
평창송어축제,50~59세,12.3,10.6
평창송어축제,40~49세,10.4,8.8
평창송어축제,30~39세,7.8,7.3
평창송어축제,20~29세,6.5,6.6
평창송어축제,10~19세,3.8,3.3
평창송어축제,0~9세,0.7,0.7
