축제명,연령대,남성비율,여성비율
부산국제록페스티벌,70세 이상,3.1,1.6
부산국제록페스티벌,60~69세,8.3,4.4
부산국제록페스티벌,50~59세,7.2,5.5
부산국제록페스티벌,40~49세,5.6,4.5
부산국제록페스티벌,30~39세,9.7,12.7
부산국제록페스티벌,20~29세,10.7,22.7
부산국제록페스티벌,10~19세,1.3,2.4
부산국제록페스티벌,0~9세,0.2,0.3
