축제명,연령대,남성비율,여성비율
세종축제,70세 이상,1.4,1.3
세종축제,60~69세,4.6,4.4
세종축제,50~59세,8.5,7.7
세종축제,40~49세,11.7,10.3
세종축제,30~39세,12.4,12.5
세종축제,20~29세,6.7,8.7
세종축제,10~19세,3.9,4.3
세종축제,0~9세,0.8,0.9
