축제명,연령대,남성비율,여성비율
강진청자축제,70세 이상,4.2,2.4
강진청자축제,60~69세,9.7,7.1
강진청자축제,50~59세,13.7,12.7
강진청자축제,40~49세,10.7,9.3
강진청자축제,30~39세,6.9,7.0
강진청자축제,20~29세,4.3,4.3
강진청자축제,10~19세,3.0,3.0
강진청자축제,0~9세,0.7,0.9
