축제명,연령대,남성비율,여성비율
제주들불축제,70세 이상,2.1,1.8
제주들불축제,60~69세,7.2,5.0
제주들불축제,50~59세,13.7,10.7
제주들불축제,40~49세,11.8,9.3
제주들불축제,30~39세,9.5,7.9
제주들불축제,20~29세,7.3,7.3
제주들불축제,10~19세,2.9,2.7
제주들불축제,0~9세,0.4,0.5
