축제명,연령대,남성비율,여성비율
소래포구축제,70세 이상,2.3,2.2
소래포구축제,60~69세,7.3,5.5
소래포구축제,50~59세,11.3,9.6
소래포구축제,40~49세,11.5,8.7
소래포구축제,30~39세,11.2,7.7
소래포구축제,20~29세,7.4,6.2
소래포구축제,10~19세,3.8,3.7
소래포구축제,0~9세,0.7,0.9
