축제명,연령대,남성비율,여성비율
장수한우랑사과랑축제,70세 이상,5.4,5.5
장수한우랑사과랑축제,60~69세,11.7,9.4
장수한우랑사과랑축제,50~59세,11.3,10.3
장수한우랑사과랑축제,40~49세,8.6,7.1
장수한우랑사과랑축제,30~39세,6.2,6.2
장수한우랑사과랑축제,20~29세,4.9,4.4
장수한우랑사과랑축제,10~19세,3.8,3.5
장수한우랑사과랑축제,0~9세,0.8,0.9
