축제명,연령대,남성비율,여성비율
무주반딧불축제,70세 이상,3.4,2.7
무주반딧불축제,60~69세,9.4,6.9
무주반딧불축제,50~59세,13.4,10.3
무주반딧불축제,40~49세,11.6,8.4
무주반딧불축제,30~39세,8.3,7.2
무주반딧불축제,20~29세,5.5,4.4
무주반딧불축제,10~19세,3.6,3.3
무주반딧불축제,0~9세,0.8,0.9
