축제명,연령대,남성비율,여성비율
연천구석기축제,70세 이상,3.0,2.7
연천구석기축제,60~69세,8.3,6.7
연천구석기축제,50~59세,10.7,9.7
연천구석기축제,40~49세,9.6,8.1
연천구석기축제,30~39세,7.5,6.9
연천구석기축제,20~29세,10.7,5.8
연천구석기축제,10~19세,4.6,3.9
연천구석기축제,0~9세,0.9,0.9
