축제명,연령대,남성비율,여성비율
진주남강유등축제,70세 이상,4.7,5.6
진주남강유등축제,60~69세,8.4,9.0
진주남강유등축제,50~59세,8.3,10.2
진주남강유등축제,40~49세,6.5,6.9
진주남강유등축제,30~39세,7.7,7.2
진주남강유등축제,20~29세,9.6,9.5
진주남강유등축제,10~19세,2.9,2.7
진주남강유등축제,0~9세,0.4,0.4
