축제명,연령대,남성비율,여성비율
평창효석문화제,70세 이상,3.2,2.7
평창효석문화제,60~69세,9.5,7.9
평창효석문화제,50~59세,11.5,11.3
평창효석문화제,40~49세,10.6,8.7
평창효석문화제,30~39세,8.4,8.6
평창효석문화제,20~29세,5.5,5.5
평창효석문화제,10~19세,2.6,2.6
평창효석문화제,0~9세,0.5,0.8
