축제명,연령대,남성비율,여성비율
영덕대게축제,70세 이상,2.9,2.5
영덕대게축제,60~69세,9.4,8.0
영덕대게축제,50~59세,14.5,12.7
영덕대게축제,40~49세,11.0,8.8
영덕대게축제,30~39세,7.8,5.9
영덕대게축제,20~29세,5.8,4.8
영덕대게축제,10~19세,2.6,2.3
영덕대게축제,0~9세,0.6,0.5
