축제명,연령대,남성비율,여성비율
남원춘향제,70세 이상,4.1,4.3
남원춘향제,60~69세,8.5,7.2
남원춘향제,50~59세,11.2,10.6
남원춘향제,40~49세,9.5,9.2
남원춘향제,30~39세,6.4,6.9
남원춘향제,20~29세,5.6,5.9
남원춘향제,10~19세,4.1,4.6
남원춘향제,0~9세,0.9,0.9
