축제명,연령대,남성비율,여성비율
영산강서창들녘억새축제,70세 이상,2.9,2.3
영산강서창들녘억새축제,60~69세,9.4,5.9
영산강서창들녘억새축제,50~59세,15.1,11.7
영산강서창들녘억새축제,40~49세,11.4,8.6
영산강서창들녘억새축제,30~39세,8.8,6.3
영산강서창들녘억새축제,20~29세,7.0,6.0
영산강서창들녘억새축제,10~19세,2.1,1.9
영산강서창들녘억새축제,0~9세,0.3,0.3
