축제명,연령대,남성비율,여성비율
군산시간여행축제,70세 이상,4.0,3.8
군산시간여행축제,60~69세,8.3,7.3
군산시간여행축제,50~59세,9.5,10.4
군산시간여행축제,40~49세,8.8,9.2
군산시간여행축제,30~39세,7.3,7.6
군산시간여행축제,20~29세,6.8,7.5
군산시간여행축제,10~19세,3.6,4.7
군산시간여행축제,0~9세,0.5,0.7
