축제명,연령대,남성비율,여성비율
여주오곡나루축제,70세 이상,3.7,3.1
여주오곡나루축제,60~69세,8.8,8.3
여주오곡나루축제,50~59세,11.2,11.5
여주오곡나루축제,40~49세,9.3,8.9
여주오곡나루축제,30~39세,7.8,7.2
여주오곡나루축제,20~29세,5.9,5.7
여주오곡나루축제,10~19세,3.5,3.4
여주오곡나루축제,0~9세,0.8,0.8
