축제명,연령대,남성비율,여성비율
광주김치축제,70세 이상,2.8,2.4
광주김치축제,60~69세,7.4,5.6
광주김치축제,50~59세,10.3,9.5
광주김치축제,40~49세,8.6,7.3
광주김치축제,30~39세,10.1,8.1
광주김치축제,20~29세,10.7,10.6
광주김치축제,10~19세,2.8,2.9
광주김치축제,0~9세,0.4,0.5
