축제명,연령대,남성비율,여성비율
횡성한우축제,70세 이상,3.7,3.2
횡성한우축제,60~69세,10.2,8.0
횡성한우축제,50~59세,12.3,11.7
횡성한우축제,40~49세,9.6,7.7
횡성한우축제,30~39세,7.0,6.6
횡성한우축제,20~29세,6.1,6.1
횡성한우축제,10~19세,3.3,3.2
횡성한우축제,0~9세,0.6,0.6
