축제명,연령대,남성비율,여성비율
정선아리랑제,70세 이상,4.4,3.7
정선아리랑제,60~69세,10.2,9.2
정선아리랑제,50~59세,13.1,11.5
정선아리랑제,40~49세,10.0,8.4
정선아리랑제,30~39세,6.1,5.3
정선아리랑제,20~29세,4.4,3.8
정선아리랑제,10~19세,4.3,4.2
정선아리랑제,0~9세,0.7,0.7
