축제명,연령대,남성비율,여성비율
울산쇠부리축제,70세 이상,1.8,1.4
울산쇠부리축제,60~69세,6.4,4.3
울산쇠부리축제,50~59세,13.5,11.2
울산쇠부리축제,40~49세,11.0,10.5
울산쇠부리축제,30~39세,8.9,7.1
울산쇠부리축제,20~29세,7.7,6.0
울산쇠부리축제,10~19세,4.4,4.1
울산쇠부리축제,0~9세,0.8,1.0
