축제명,연령대,남성비율,여성비율
진주유등축제,70세 이상,3.3,3.4
진주유등축제,60~69세,7.9,7.3
진주유등축제,50~59세,9.4,10.0
진주유등축제,40~49세,7.8,7.9
진주유등축제,30~39세,7.7,7.4
진주유등축제,20~29세,9.2,10.4
진주유등축제,10~19세,3.4,3.9
진주유등축제,0~9세,0.4,0.5
