축제명,연령대,남성비율,여성비율
산청한방약초축제,70세 이상,5.3,4.7
산청한방약초축제,60~69세,12.8,11.5
산청한방약초축제,50~59세,14.1,14.5
산청한방약초축제,40~49세,8.2,7.3
산청한방약초축제,30~39세,5.8,4.7
산청한방약초축제,20~29세,3.9,3.3
산청한방약초축제,10~19세,1.7,1.6
산청한방약초축제,0~9세,0.4,0.4
