축제명,연령대,남성비율,여성비율
화천산천어축제,70세 이상,2.4,2.6
화천산천어축제,60~69세,6.6,4.7
화천산천어축제,50~59세,9.9,7.8
화천산천어축제,40~49세,10.0,8.6
화천산천어축제,30~39세,8.1,7.1
화천산천어축제,20~29세,13.8,6.5
화천산천어축제,10~19세,5.7,4.2
화천산천어축제,0~9세,0.9,1.0
