축제명,연령대,남성비율,여성비율
대전사이언스페스티벌,70세 이상,1.6,1.1
대전사이언스페스티벌,60~69세,6.8,3.6
대전사이언스페스티벌,50~59세,11.2,7.0
대전사이언스페스티벌,40~49세,11.6,7.6
대전사이언스페스티벌,30~39세,13.7,8.4
대전사이언스페스티벌,20~29세,11.2,8.3
대전사이언스페스티벌,10~19세,3.7,3.2
대전사이언스페스티벌,0~9세,0.4,0.5
