축제명,연령대,남성비율,여성비율
김해분청도자기축제,70세 이상,3.2,2.3
김해분청도자기축제,60~69세,10.7,6.6
김해분청도자기축제,50~59세,15.9,10.5
김해분청도자기축제,40~49세,12.6,6.5
김해분청도자기축제,30~39세,12.2,5.0
김해분청도자기축제,20~29세,8.0,3.7
김해분청도자기축제,10~19세,1.2,1.0
김해분청도자기축제,0~9세,0.2,0.2
