축제명,연령대,남성비율,여성비율
원주다이내믹댄싱카니발,70세 이상,2.8,3.1
원주다이내믹댄싱카니발,60~69세,7.3,6.4
원주다이내믹댄싱카니발,50~59세,8.7,10.8
원주다이내믹댄싱카니발,40~49세,7.3,8.0
원주다이내믹댄싱카니발,30~39세,6.9,7.4
원주다이내믹댄싱카니발,20~29세,7.1,7.5
원주다이내믹댄싱카니발,10~19세,6.3,8.8
원주다이내믹댄싱카니발,0~9세,0.8,0.9
