축제명,연령대,남성비율,여성비율
탐라문화제,70세 이상,2.9,3.4
탐라문화제,60~69세,8.2,7.8
탐라문화제,50~59세,10.6,11.0
탐라문화제,40~49세,8.8,8.8
탐라문화제,30~39세,8.5,8.3
탐라문화제,20~29세,7.1,8.5
탐라문화제,10~19세,2.4,2.8
탐라문화제,0~9세,0.4,0.5
